id,time_observed_at,user_id,user_name,latitude,longitude,scientific_name
313562481,2025-09-13 14:16:42 UTC,7542149,Mirosław Wantoch-Rekowski,54.04542,17.7458416667,Aureoboletus projectellus
313597192,2025-09-12 15:02:00 UTC,3906381,Ramunė Vakarė,55.1613797737,22.5095553016,Aureoboletus projectellus
313627534,2025-09-13 17:35:00 UTC,8409634,Schwanzmeise,52.268654069,13.5862705647,Aureoboletus projectellus
314138973,2025-09-15 09:50:06 UTC,7247394,Daniel Buczkiewicz,54.7306999281,17.2617232427,Aureoboletus projectellus
314172542,2025-09-15 09:51:56 UTC,8895003,,54.7307866587,17.2615039721,Aureoboletus projectellus
314175867,2025-09-06 08:57:00 UTC,1109923,,55.2965233333,20.9824283333,Aureoboletus projectellus
314217708,2025-09-15 15:01:24 UTC,2883760,Galina Shapoval (Kuftina),55.0972111667,20.7478366667,Aureoboletus projectellus
314402775,2025-09-16 17:44:00 UTC,9768577,,52.8445166667,19.7121888889,Aureoboletus projectellus
314513197,2025-09-17 05:30:39 UTC,3557109,Sławomir Karpicki-Ignatowski,54.6017320685,18.8221444787,Aureoboletus projectellus
314646322,2025-09-17 08:00:00 UTC,9773614,,54.2791423325,24.5759731004,Aureoboletus projectellus
314649335,2025-09-06 18:57:00 UTC,860622,ailanthus altissima,59.3579578487,23.6508082558,Aureoboletus projectellus
314736307,2025-09-16 09:57:31 UTC,6474731,,57.95876038,19.2558203604,Aureoboletus projectellus
315032755,2025-09-19 15:05:02 UTC,3742410,Szymon Kusiak,54.782425,17.67725,Aureoboletus projectellus
315181187,2025-09-20 07:01:37 UTC,6418149,Piotr Kobierski,51.8328198418,14.9054530822,Aureoboletus projectellus
315198656,2025-09-20 09:32:55 UTC,4053135,Agnija Fedukovičiūtė,55.2144374,25.7794496,Aureoboletus projectellus
315320430,2025-09-20 07:51:18 UTC,7911976,"",52.189855,14.011582,Aureoboletus projectellus
315352905,2025-09-20 11:34:55 UTC,2883760,Galina Shapoval (Kuftina),55.0825721667,20.73167,Aureoboletus projectellus
315432832,2025-09-20 07:13:14 UTC,6562215,René Jarling,52.1915333333,14.00699,Aureoboletus projectellus
315433240,2025-09-20 07:53:24 UTC,6562215,René Jarling,52.1898,14.0112666667,Aureoboletus projectellus
315433570,2025-09-20 08:28:35 UTC,6562215,René Jarling,52.1870216667,14.0116916667,Aureoboletus projectellus
315452963,2025-09-13 12:27:47 UTC,4968918,Joshua Krause,52.5626845184,21.5845582447,Aureoboletus projectellus
315547924,2025-09-20 07:53:00 UTC,7110311,,52.189825,14.0114933333,Aureoboletus projectellus
315583041,2025-09-21 11:13:44 UTC,7232722,"",52.19147707,14.00710863,Aureoboletus projectellus
315583923,2025-09-21 11:42:50 UTC,7232722,"",52.18996429,14.00983824,Aureoboletus projectellus
315599992,2025-09-21 09:59:28 UTC,7234622,Thomas Pfluger,52.0723571289,14.168743276,Aureoboletus projectellus
315749088,2025-09-22 07:37:28 UTC,6418149,Piotr Kobierski,51.849308,14.980881,Aureoboletus projectellus
315798517,2025-09-22 13:13:30 UTC,9694633,Sandra Mikelsone,57.65574,22.2770116667,Aureoboletus projectellus
315977298,2025-09-22 15:07:20 UTC,1300483,"",54.3027638889,24.7794194444,Aureoboletus projectellus
315986676,2025-09-23 06:09:48 UTC,9070230,Inita Daniele,57.7296696045,22.4778884556,Aureoboletus projectellus
316242112,2025-09-22 13:53:00 UTC,4831715,"",52.3425258284,21.1498031393,Aureoboletus projectellus
316481346,2025-09-11 09:39:16 UTC,7958758,,60.0172864,23.8041951997,Aureoboletus projectellus
316578508,2025-09-25 15:09:00 UTC,9808362,,51.8850472222,15.2150444444,Aureoboletus projectellus
316742118,2025-09-26 12:27:00 UTC,9808362,,51.8401277778,15.2690972222,Aureoboletus projectellus
316960441,2025-09-26 10:40:48 UTC,7125499,Bobo-X,51.4015982,23.5149396997,Aureoboletus projectellus
317747564,2025-09-30 12:17:40 UTC,3065640,br. Vidas,55.2730216978,25.7709674833,Aureoboletus projectellus
318012248,2025-10-01 15:57:59 UTC,9248738,pierogi p,54.326426142,19.1121515,Aureoboletus projectellus
318191949,2025-09-15 09:14:56 UTC,5227761,Katarina Grabnar Apostolides,56.9109216667,23.460365,Aureoboletus projectellus
318378258,2025-10-03 11:05:48 UTC,2561005,,55.7028961182,8.2077903748,Aureoboletus projectellus
318580873,2023-09-16 10:29:00 UTC,7614891,,57.1956055556,23.2046444444,Aureoboletus projectellus
318994264,2025-10-05 10:09:08 UTC,2883760,Galina Shapoval (Kuftina),55.0884138333,20.7341783333,Aureoboletus projectellus
319259899,2025-10-03 13:04:00 UTC,5783402,Lionel,52.0840824003,21.316942897,Aureoboletus projectellus
319528194,2025-10-08 09:29:46 UTC,3957629,Jogaila Mackevičius,54.3266769997,24.5309676,Aureoboletus projectellus
319911738,2025-10-10 07:27:58 UTC,6418149,Piotr Kobierski,51.886622943,14.9167766981,Aureoboletus projectellus
319917918,2025-09-27 06:36:00 UTC,9642441,Александр Жуковский,51.7750362534,23.990126347,Aureoboletus projectellus
320169135,2025-10-11 14:39:33 UTC,7317271,MB,52.1025883034,13.1778995661,Aureoboletus projectellus
320219603,2025-09-28 08:59:00 UTC,9010379,Hansjörg Beyer,52.1876888858,14.0036163058,Aureoboletus projectellus
320321884,2025-10-11 10:32:15 UTC,6562215,René Jarling,51.6402870919,14.220999442,Aureoboletus projectellus
320801574,2020-09-06 09:34:26 UTC,5988232,Miks Rieksts-Hofmanis,57.0784502778,23.2730405306,Aureoboletus projectellus
324763478,2025-09-28 09:07:16 UTC,9593485,,52.035391,13.710598,Aureoboletus projectellus
329397822,2025-09-16 08:09:52 UTC,9980386,Charlotta Schneider,57.31242,17.1445721667,Aureoboletus projectellus
